name,year_box_col,sport,year,box_type,full_title,search_query,search_query_clean
Topps 2021 Series 2,2021 Hanger Box,Baseball,2021,Hanger,2021 Topps 2021 Series 2 Baseball Hanger Box,2021 Topps 2021 Series 2 Baseball Hanger,2021 topps 2021 series 2 baseball hanger
Topps 2021 Series 2,2021 Blaster Box,Baseball,2021,Blaster,2021 Topps 2021 Series 2 Baseball Blaster Box,2021 Topps 2021 Series 2 Baseball Blaster,2021 topps 2021 series 2 baseball blaster
Topps 2022 Series 1,2021 Jumbo Box,Baseball,2021,Jumbo,2021 Topps 2022 Series 1 Baseball Jumbo Box,2021 Topps 2022 Series 1 Baseball Jumbo,2021 topps 2022 series 1 baseball jumbo
Topps 2022 Series 2,2022 Jumbo Box,Baseball,2022,Jumbo,2022 Topps 2022 Series 2 Baseball Jumbo Box,2022 Topps 2022 Series 2 Baseball Jumbo,2022 topps 2022 series 2 baseball jumbo
Topps 2023 Series 1 Jumbo,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps 2023 Series 1 Jumbo Baseball Hobby Box,2022 Topps 2023 Series 1 Jumbo Baseball Hobby,2022 topps 2023 series 1 jumbo baseball hobby
Topps 2023 Series 1 1st Edition,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps 2023 Series 1 1st Edition Baseball Hobby Box,2023 Topps 2023 Series 1 1st Edition Baseball Hobby,2023 topps 2023 series 1 1st edition baseball hobby
Topps 2024 Series 1,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps 2024 Series 1 Baseball Hobby Box,2023 Topps 2024 Series 1 Baseball Hobby,2023 topps 2024 series 1 baseball hobby
Topps 2025 Series 1 Jumbo,2024 Blaster Box,Baseball,2024,Blaster,2024 Topps 2025 Series 1 Jumbo Baseball Blaster Box,2024 Topps 2025 Series 1 Jumbo Baseball Blaster,2024 topps 2025 series 1 jumbo baseball blaster
Topps 2024 Holiday Advent Calendar,2025 Jumbo Box,Baseball,2025,Jumbo,2025 Topps 2024 Holiday Advent Calendar Baseball Jumbo Box,2025 Topps 2024 Holiday Advent Calendar Baseball Jumbo,2025 topps 2024 holiday advent calendar baseball jumbo
Topps Archives Signatures,2024 Hobby Box,Baseball,2024,Hobby,2024 Topps Archives Signatures Baseball Hobby Box,2024 Topps Archives Signatures Baseball Hobby,2024 topps archives signatures baseball hobby
Topps Bowman Chrome Mini-Set,2021 Hobby Box,Baseball,2021,Hobby,2021 Topps Bowman Chrome Mini-Set Baseball Hobby Box,2021 Topps Bowman Chrome Mini-Set Baseball Hobby,2021 topps bowman chrome mini set baseball hobby
Topps Bowman Chrome Mini-Set,2013 Set,Baseball,2013,Set,2013 Topps Bowman Chrome Mini-Set Baseball Set Box,2013 Topps Bowman Chrome Mini-Set Baseball Set,2013 topps bowman chrome mini set baseball set
Topps Brooklyn Collection,2017 Set,Baseball,2017,Set,2017 Topps Brooklyn Collection Baseball Set Box,2017 Topps Brooklyn Collection Baseball Set,2017 topps brooklyn collection baseball set
Topps Brooklyn Collection,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps Brooklyn Collection Baseball Hobby Box,2022 Topps Brooklyn Collection Baseball Hobby,2022 topps brooklyn collection baseball hobby
Topps Bundesliga,2023 Hobby Box,Soccer,2023,Hobby,2023 Topps Bundesliga Soccer Hobby Box,2023 Topps Bundesliga Soccer Hobby,2023 topps bundesliga soccer hobby
Topps Chrome,2021-22 Hobby Box,Soccer,2021-22,Hobby,2021-22 Topps Chrome Soccer Hobby Box,2021-22 Topps Chrome Soccer Hobby,2021 22 topps chrome soccer hobby
Topps Chrome,2020 Hobby Box,Baseball,2020,Hobby,2020 Topps Chrome Baseball Hobby Box,2020 Topps Chrome Baseball Hobby,2020 topps chrome baseball hobby
Topps Chrome,2019 Blaster Box,Baseball,2019,Blaster,2019 Topps Chrome Baseball Blaster Box,2019 Topps Chrome Baseball Blaster,2019 topps chrome baseball blaster
Topps Chrome,2015 Hobby Box,Baseball,2015,Hobby,2015 Topps Chrome Baseball Hobby Box,2015 Topps Chrome Baseball Hobby,2015 topps chrome baseball hobby
Topps Chrome,2017 Hobby Box,Baseball,2017,Hobby,2017 Topps Chrome Baseball Hobby Box,2017 Topps Chrome Baseball Hobby,2017 topps chrome baseball hobby
Topps Chrome,2018 Hobby Box,Baseball,2018,Hobby,2018 Topps Chrome Baseball Hobby Box,2018 Topps Chrome Baseball Hobby,2018 topps chrome baseball hobby
Topps Chrome,1997 Hobby Box,Baseball,1997,Hobby,1997 Topps Chrome Baseball Hobby Box,1997 Topps Chrome Baseball Hobby,1997 topps chrome baseball hobby
Topps Chrome,2024 Hobby Box,Baseball,2024,Hobby,2024 Topps Chrome Baseball Hobby Box,2024 Topps Chrome Baseball Hobby,2024 topps chrome baseball hobby
Topps Chrome,2024 Mega Box,Baseball,2024,Mega,2024 Topps Chrome Baseball Mega Box,2024 Topps Chrome Baseball Mega,2024 topps chrome baseball mega
Topps Chrome McDonald's,2024/23 Hobby Box,Soccer,2024/23,Hobby,2024/23 Topps Chrome McDonald's Soccer Hobby Box,2024/23 Topps Chrome McDonald's Soccer Hobby,2024/23 topps chrome mcdonald s soccer hobby
Topps Chrome Jumbo,2024 Hobby Box,Baseball,2024,Hobby,2024 Topps Chrome Jumbo Baseball Hobby Box,2024 Topps Chrome Jumbo Baseball Hobby,2024 topps chrome jumbo baseball hobby
Topps Chrome Jumbo,2021 Hobby Box,Baseball,2021,Hobby,2021 Topps Chrome Jumbo Baseball Hobby Box,2021 Topps Chrome Jumbo Baseball Hobby,2021 topps chrome jumbo baseball hobby
Topps Chrome Jumbo,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps Chrome Jumbo Baseball Hobby Box,2022 Topps Chrome Jumbo Baseball Hobby,2022 topps chrome jumbo baseball hobby
Topps Chrome,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps Chrome Baseball Hobby Box,2022 Topps Chrome Baseball Hobby,2022 topps chrome baseball hobby
Topps Chrome Jumbo,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps Chrome Jumbo Baseball Hobby Box,2023 Topps Chrome Jumbo Baseball Hobby,2023 topps chrome jumbo baseball hobby
Topps Chrome Monster Box,2024 Hobby Box,Baseball,2024,Hobby,2024 Topps Chrome Monster Box Baseball Hobby Box,2024 Topps Chrome Monster Box Baseball Hobby,2024 topps chrome monster box baseball hobby
Topps Chrome Black,2024 Monster Box,Baseball,2024,Monster,2024 Topps Chrome Black Baseball Monster Box,2024 Topps Chrome Black Baseball Monster,2024 topps chrome black baseball monster
Chrome Black,2020 Hobby Box,Baseball,2020,Hobby,2020 Chrome Black Baseball Hobby Box,2020 Chrome Black Baseball Hobby,2020 chrome black baseball hobby
Topps Chrome Cosmic,2021 Hobby Box,Baseball,2021,Hobby,2021 Topps Chrome Cosmic Baseball Hobby Box,2021 Topps Chrome Cosmic Baseball Hobby,2021 topps chrome cosmic baseball hobby
Topps Chrome Cosmic,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps Chrome Cosmic Baseball Hobby Box,2022 Topps Chrome Cosmic Baseball Hobby,2022 topps chrome cosmic baseball hobby
Topps Chrome Cosmic,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps Chrome Cosmic Baseball Hobby Box,2023 Topps Chrome Cosmic Baseball Hobby,2023 topps chrome cosmic baseball hobby
Topps Chrome Cosmic,2024 Hobby Box,Baseball,2024,Hobby,2024 Topps Chrome Cosmic Baseball Hobby Box,2024 Topps Chrome Cosmic Baseball Hobby,2024 topps chrome cosmic baseball hobby
Topps Update,2019 Hobby Box,Baseball,2019,Hobby,2019 Topps Update Baseball Hobby Box,2019 Topps Update Baseball Hobby,2019 topps update baseball hobby
Topps Update,2019 Hobby Box,Hockey,2019,Hobby,2019 Topps Update Hockey Hobby Box,2019 Topps Update Hockey Hobby,2019 topps update hockey hobby
Topps Update,2020 Hobby Box,Baseball,2020,Hobby,2020 Topps Update Baseball Hobby Box,2020 Topps Update Baseball Hobby,2020 topps update baseball hobby
Topps Update,2021 Retail Box,Baseball,2021,Retail,2021 Topps Update Baseball Retail Box,2021 Topps Update Baseball Retail,2021 topps update baseball retail
Topps Update,2021 Blaster Box,Baseball,2021,Blaster,2021 Topps Update Baseball Blaster Box,2021 Topps Update Baseball Blaster,2021 topps update baseball blaster
Topps Update Jumbo,2021 Hanger Box,Baseball,2021,Hanger,2021 Topps Update Jumbo Baseball Hanger Box,2021 Topps Update Jumbo Baseball Hanger,2021 topps update jumbo baseball hanger
Topps Update Jumbo,2020 Hobby Box,Baseball,2020,Hobby,2020 Topps Update Jumbo Baseball Hobby Box,2020 Topps Update Jumbo Baseball Hobby,2020 topps update jumbo baseball hobby
Topps Update Jumbo,2017 Hobby Box,Baseball,2017,Hobby,2017 Topps Update Jumbo Baseball Hobby Box,2017 Topps Update Jumbo Baseball Hobby,2017 topps update jumbo baseball hobby
Topps Update Jumbo,2019 Hobby Box,Baseball,2019,Hobby,2019 Topps Update Jumbo Baseball Hobby Box,2019 Topps Update Jumbo Baseball Hobby,2019 topps update jumbo baseball hobby
Topps Update Jumbo,2021 Hobby Box,Baseball,2021,Hobby,2021 Topps Update Jumbo Baseball Hobby Box,2021 Topps Update Jumbo Baseball Hobby,2021 topps update jumbo baseball hobby
Topps Update Jumbo,2022 Hobby Box,Baseball,2022,Hobby,2022 Topps Update Jumbo Baseball Hobby Box,2022 Topps Update Jumbo Baseball Hobby,2022 topps update jumbo baseball hobby
Topps Update Jumbo,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps Update Jumbo Baseball Hobby Box,2023 Topps Update Jumbo Baseball Hobby,2023 topps update jumbo baseball hobby
Topps Welcome to the Club (Ohtani 3X MVP),2025 Hobby Box,Baseball,2025,Hobby,2025 Topps Welcome to the Club (Ohtani 3X MVP) Baseball Hobby Box,2025 Topps Welcome to the Club (Ohtani 3X MVP) Baseball Hobby,2025 topps welcome to the club ohtani 3x mvp baseball hobby
Topps Wonderland Set,2024 Set-Red Pack,Baseball,2024,Set,2024 Topps Wonderland Set Baseball Set Box,2024 Topps Wonderland Set Baseball Set,2024 topps wonderland set baseball set
Topps World Baseball Classic,2023 Hobby Box,Baseball,2023,Hobby,2023 Topps World Baseball Classic Baseball Hobby Box,2023 Topps World Baseball Classic Baseball Hobby,2023 topps world baseball classic baseball hobby
Topps X Derek Jeter Card Collection,2020 box,Baseball,2020,,2020 Topps X Derek Jeter Card Collection Baseball,2020 Topps X Derek Jeter Card Collection Baseball,2020 topps x derek jeter card collection baseball
Topps X Wander Franco,2022 box,Baseball,2022,,2022 Topps X Wander Franco Baseball,2022 Topps X Wander Franco Baseball,2022 topps x wander franco baseball
Topps X Steve Aoki Collection,2022 box,Baseball,2022,,2022 Topps X Steve Aoki Collection Baseball,2022 Topps X Steve Aoki Collection Baseball,2022 topps x steve aoki collection baseball
Upper Deck MVP,2023-24 box,Hockey,2023-24,,2023-24 Upper Deck MVP Hockey,2023-24 Upper Deck MVP Hockey,2023 24 upper deck mvp hockey
Upper Deck Connor Bedard Collection,2023-24 Blaster Box,Hockey,2023-24,Blaster,2023-24 Upper Deck Connor Bedard Collection Hockey Blaster Box,2023-24 Upper Deck Connor Bedard Collection Hockey Blaster,2023 24 upper deck connor bedard collection hockey blaster
Upper Deck Star Rookies,2023-24 Box Set,Hockey,2023-24,Set,2023-24 Upper Deck Star Rookies Hockey Set Box,2023-24 Upper Deck Star Rookies Hockey Set,2023 24 upper deck star rookies hockey set
